daily_incremental_imps_pool,rqvae_id,proxy_ctr,proxy_cvr_ab,proxy_cvr_abpro,proxy_cvr_pay,proxy_p_ab,normalized_proxy_p_ab,avg_time_to_first_ab,median_time_to_first_ab,prod_id,comp_id,ipv_roi_自然,normalized_ipv_roi_自然,crt_time,prod_name,real_imps,real_ab,base_time_to_first_ab,is_broken_zero,imps_needed_to_break,imps_needed_to_break_xiuzheng,normalized_imps_needed_to_break,priority_score,rn
91905,RQ_017,0.1071,0.0465,0.0237,0.0023,0.498015,0.515734,118.5,151.57,PROD_000118,COMP_0011,5.67,5.45,2026-03-30 20:07:54,商品_118_3750,765,27,133.27,1,172,234,175.83,104.39,119
91905,RQ_010,0.0725,0.014,0.0079,0.0008,0.1015,0.09162,115.38,112.63,PROD_000119,COMP_0005,3.69,3.32,2026-02-22 20:07:54,商品_119_5831,4539,115,87.89,1,121,128,128.96,39.62,120
91905,RQ_010,0.0466,0.0061,0.0106,0.0089,0.028426,0.02457,183.17,228.16,PROD_000120,COMP_0001,2.71,2.95,2026-04-28 20:07:54,商品_120_5346,753,5,176.71,1,377,461,372.04,31.05,121
91905,RQ_009,0.0433,0.0034,0.0174,,0.014722,0.012682,93.72,78.64,PROD_000121,COMP_0018,11.14,10.98,2026-04-28 20:07:54,商品_121_7349,49,0,74.18,0,68,68,62.31,110.96,122
91905,RQ_011,0.134,0.0191,0.0137,0.0027,0.25594,0.252363,52.07,43.19,PROD_000122,COMP_0011,7.17,6.84,2026-04-19 20:07:54,商品_122_4860,342,6,39.25,0,72,106,73.29,92.82,123
91905,RQ_009,0.0211,0.0452,0.0216,0.0051,0.095372,0.110649,108.79,142.03,PROD_000123,COMP_0030,24.11,24.97,2026-03-23 20:07:54,商品_123_6238,485,43,123.04,0,360,491,333.09,265.74,124
91905,RQ_002,0.0643,0.0205,0.0101,0.0028,0.131815,0.129609,143.93,117.5,PROD_000124,COMP_0004,26.27,27.78,2026-04-11 20:07:54,商品_124_5327,1725,25,123.46,1,243,323,264.37,288.62,125
91905,RQ_015,0.0901,0.0242,0.0056,0.0041,0.218042,0.228355,126.48,99.59,PROD_000125,COMP_0024,20.58,20.18,2026-03-19 20:07:54,商品_125_3201,381,11,89.37,0,104,110,100.63,228.22,126
91905,RQ_014,0.1184,0.0167,0.022,0.0061,0.197728,0.165244,103.75,91.98,PROD_000126,COMP_0019,13.53,14.65,2026-02-25 20:07:54,商品_126_5087,960,20,91.08,1,81,82,81.11,158.31,127
91905,RQ_014,0.0171,0.0187,0.0064,0.0037,0.031977,0.031519,128.13,131.29,PROD_000127,COMP_0002,12.21,13.24,2026-05-02 20:07:54,商品_127_4511,1954,70,132.18,1,222,263,215.08,131.46,128
91905,RQ_007,0.1049,0.0142,0.0126,0.0003,0.148958,0.165659,208.94,176.85,PROD_000128,COMP_0014,23.14,20.87,2026-05-15 20:07:54,商品_128_9530,114,1,166.73,0,418,423,457.04,223.75,129
91905,RQ_012,0.0918,0.0014,0.03,0.0097,0.012852,0.014597,92.61,71.61,PROD_000129,COMP_0039,17.06,17.38,2026-05-05 20:07:54,商品_129_7620,2764,5,72.4,1,192,188,200.11,177.91,130
91905,RQ_004,0.111,0.0331,0.0299,0.0027,0.36741,0.355442,163.51,110.87,PROD_000130,COMP_0020,11.95,10.84,2026-03-06 20:07:54,商品_130_5237,351,15,136.21,0,335,480,346.52,147.71,131
91905,RQ_005,0.1426,0.0451,0.0198,0.0023,0.643126,0.571952,172.84,171.4,PROD_000131,COMP_0035,26.21,25.79,2026-02-24 20:07:54,商品_131_3470,1464,79,163.03,1,434,524,472.57,318.77,132
91905,RQ_006,0.058,0.0494,0.0268,0.0099,0.28652,0.245631,43.5,54.42,PROD_000132,COMP_0008,25.94,24.28,2026-04-10 20:07:54,商品_132_8029,975,24,42.12,1,49,65,45.75,263.24,133
91905,RQ_012,0.0107,0.0272,0.0221,0.0095,0.029104,0.033668,26.25,37.27,PROD_000133,COMP_0030,22.83,22.97,2026-04-26 20:07:54,商品_133_6535,355,17,32.69,0,41,35,41.03,237.55,134
91905,RQ_004,0.058,0.0452,0.0111,0.002,0.26216,0.309148,84.12,50.04,PROD_000134,COMP_0027,27.59,27.06,2026-03-03 20:07:54,商品_134_1323,301,17,64.26,0,51,66,53.98,302.75,135
91905,RQ_003,0.0683,0.0196,0.0166,0.0048,0.133868,0.115294,94.95,82.5,PROD_000135,COMP_0003,21.01,21.56,2026-03-15 20:07:54,商品_135_6864,1623,35,75.17,1,206,238,210.85,228.22,136
91905,RQ_009,0.0325,0.0279,0.0274,0.0069,0.090675,0.089974,38.03,45.28,PROD_000136,COMP_0026,7.42,6.7,2026-03-12 20:07:54,商品_136_1646,1721,92,43.35,1,106,90,110.74,80.77,137
91905,RQ_011,0.1222,0.0163,0.0223,0.001,0.199186,0.219758,119.06,118.43,PROD_000137,COMP_0018,1.85,1.98,2026-05-12 20:07:54,商品_137_3732,2697,79,129.5,1,94,128,88.04,40.63,138
91905,RQ_004,0.1075,0.0039,0.0283,0.0017,0.041925,0.040517,122.13,122.25,PROD_000138,COMP_0007,17.93,19.01,2026-02-19 20:07:54,商品_138_9598,736,5,131.76,1,355,464,382.82,193.56,139
91905,RQ_018,0.0414,0.0478,0.0263,0.0052,0.197892,0.212793,158.09,152.65,PROD_000139,COMP_0036,18.74,18.49,2026-04-21 20:07:54,商品_139_6253,1717,144,139.0,1,263,392,239.57,209.7,140
91905,RQ_010,0.1458,0.0035,0.0071,0.0065,0.05103,0.049056,167.26,182.32,PROD_000140,COMP_0015,7.43,7.37,2026-03-28 20:07:54,商品_140_9328,3089,7,0.0,1,261,328,240.26,74.51,141
91905,RQ_006,0.1016,0.0234,0.0106,0.0083,0.237744,0.267851,177.03,163.97,PROD_000141,COMP_0035,25.41,24.56,2026-03-11 20:07:54,商品_141_9067,4207,66,145.11,1,348,332,336.96,272.6,142
91905,RQ_013,0.025,0.0309,0.006,0.0093,0.07725,0.073941,120.39,130.46,PROD_000142,COMP_0008,13.98,14.77,2026-04-24 20:07:54,商品_142_3903,0,22,137.52,0,226,274,226.19,155.63,143
91905,RQ_005,0.1123,0.0073,0.0119,0.006,0.081979,0.094528,254.98,204.78,PROD_000143,COMP_0037,15.37,15.02,2026-04-29 20:07:54,商品_143_4560,3759,53,176.93,1,517,577,479.09,157.64,144
91905,RQ_006,0.0974,0.0152,0.0107,0.0068,0.148048,0.176552,135.78,94.33,PROD_000144,COMP_0012,19.68,21.48,2026-04-25 20:07:54,商品_144_2744,389,6,105.58,0,179,214,184.98,230.31,145
91905,RQ_012,0.0303,0.0338,0.0064,0.0075,0.102414,0.088524,200.1,136.75,PROD_000145,COMP_0001,8.96,8.51,2026-03-26 20:07:54,商品_145_1769,183,10,155.91,0,117,164,122.6,91.33,146
91905,RQ_012,0.0683,0.0396,0.0207,0.0097,0.270468,0.222195,224.83,154.85,PROD_000146,COMP_0024,22.44,21.11,2026-02-27 20:07:54,商品_146_4063,466,26,160.33,0,364,384,370.43,230.25,147
91905,RQ_016,0.0267,0.003,0.0087,0.0027,0.00801,0.006924,145.55,72.36,PROD_000147,COMP_0011,25.46,22.94,2026-04-25 20:07:54,商品_147_2117,916,4,99.95,1,206,286,197.81,232.17,148
91905,RQ_005,0.0682,0.0273,0.0032,0.0023,0.186186,0.164838,83.29,63.92,PROD_000148,COMP_0032,10.29,10.0,2026-04-08 20:07:54,商品_148_5203,58,2,62.77,0,101,144,103.3,114.69,149
91905,RQ_009,0.0135,0.0263,0.0232,0.0052,0.035505,0.035629,130.82,95.72,PROD_000149,COMP_0034,14.86,14.26,2026-05-18 20:07:54,商品_149_8130,85,4,127.73,0,310,363,317.87,148.02,150
91905,RQ_004,0.0133,0.0361,0.0016,0.0008,0.048013,0.041829,220.31,144.75,PROD_000150,COMP_0004,7.93,7.25,2026-04-23 20:07:54,商品_150_2738,3813,158,153.24,1,83,105,83.58,77.54,151
91905,RQ_009,0.0949,0.0148,0.0278,0.0039,0.140452,0.158549,83.31,74.19,PROD_000151,COMP_0018,1.41,1.31,2026-05-02 20:07:54,商品_151_7456,1680,23,0.0,1,171,252,183.56,32.7,152
91905,RQ_017,0.1426,0.0159,0.0226,0.009,0.226734,0.212572,97.55,88.97,PROD_000152,COMP_0034,12.67,13.04,2026-03-22 20:07:54,商品_152_2608,2091,22,106.88,1,232,277,211.32,153.1,153
91905,RQ_018,0.0782,0.0172,0.0043,0.0066,0.134504,0.112986,86.64,83.09,PROD_000153,COMP_0012,18.78,20.28,2026-03-07 20:07:54,商品_153_6432,1748,40,77.67,1,109,0,107.44,216.5,154
91905,RQ_014,0.0724,0.039,0.0149,0.0012,0.28236,0.298799,219.24,125.93,PROD_000154,COMP_0030,2.92,2.79,2026-04-28 20:07:54,商品_154_8734,372,8,153.97,0,84,97,76.12,61.84,155
91905,RQ_011,0.0649,0.0447,0.0179,0.0086,0.290103,0.247618,68.29,71.33,PROD_000155,COMP_0009,15.28,14.03,2026-04-21 20:07:54,商品_155_4796,387,21,84.58,0,136,125,148.2,164.9,156
91905,RQ_008,0.0617,0.0031,0.0066,0.0091,0.019127,0.018065,54.95,33.07,PROD_000156,COMP_0004,14.36,14.23,2026-04-10 20:07:54,商品_156_6781,2657,11,36.97,1,71,75,69.27,141.62,157
91905,RQ_015,0.121,0.0445,0.0007,0.0088,0.53845,0.525505,65.28,57.29,PROD_000157,COMP_0022,7.28,7.3,2026-05-02 20:07:54,商品_157_3639,338,12,72.12,0,182,237,181.33,128.88,158
91905,RQ_016,0.0155,0.029,0.0021,0.0027,0.04495,0.039197,93.12,129.63,PROD_000158,COMP_0008,28.77,29.34,2026-04-24 20:07:54,商品_158_5333,1202,28,114.54,1,230,259,229.16,298.15,159
91905,RQ_010,0.1391,0.0302,0.0025,0.0038,0.420082,0.358282,212.84,199.0,PROD_000159,COMP_0010,0.99,0.99,2026-05-15 20:07:54,商品_159_8069,90,3,166.4,0,338,279,357.19,42.03,160
91905,RQ_013,0.0619,0.0031,0.0161,0.0024,0.019189,0.021509,156.11,136.93,PROD_000160,COMP_0033,23.79,23.22,2026-05-02 20:07:54,商品_160_9561,217,0,118.36,0,200,192,214.36,231.24,161
91905,RQ_016,0.011,0.0331,0.0208,0.0032,0.03641,0.034404,95.15,64.92,PROD_000161,COMP_0007,5.07,5.22,2026-04-09 20:07:54,商品_161_3262,2757,181,68.04,1,101,95,102.05,55.48,162
91905,RQ_007,0.0725,0.0353,0.0053,0.0022,0.255925,0.245745,174.22,107.17,PROD_000162,COMP_0007,10.48,10.59,2026-05-07 20:07:54,商品_162_9536,411,9,134.56,0,116,167,114.5,125.85,163
91905,RQ_019,0.018,0.0389,0.0057,0.005,0.07002,0.056316,100.86,126.07,PROD_000163,COMP_0018,25.59,27.79,2026-04-25 20:07:54,商品_163_1251,314,9,107.72,0,63,60,56.7,282.06,164
91905,RQ_002,0.0869,0.0366,0.017,0.0059,0.318054,0.29865,195.1,164.41,PROD_000164,COMP_0004,24.56,23.22,2026-03-22 20:07:54,商品_164_8254,133,3,174.46,0,308,366,308.2,259.64,165
91905,RQ_018,0.0777,0.0129,0.0105,0.0078,0.100233,0.107514,100.3,95.1,PROD_000165,COMP_0024,26.95,28.9,2026-04-02 20:07:54,商品_165_2245,346,6,102.3,0,255,277,247.51,297.62,166
91905,RQ_005,0.0767,0.0183,0.0269,0.0028,0.140361,0.165464,98.53,119.66,PROD_000166,COMP_0035,0.0,22.34,2026-04-28 20:07:54,商品_166_1692,2193,33,104.85,1,271,375,263.2,244.5,167
91905,RQ_011,0.0969,0.0251,0.0296,0.009,0.243219,0.279096,166.76,139.49,PROD_000167,COMP_0030,14.98,16.43,2026-03-30 20:07:54,商品_167_1137,27,0,167.4,0,260,379,235.69,191.78,168
91905,RQ_006,0.0631,0.0059,0.0112,0.0086,0.037229,0.03257,180.76,140.82,PROD_000168,COMP_0000,8.25,7.87,2026-03-20 20:07:54,商品_168_8081,2224,14,173.78,1,413,435,404.79,83.82,169
91905,RQ_006,0.0304,0.048,0.0049,0.0081,0.14592,0.127044,182.9,178.24,PROD_000169,COMP_0024,15.24,16.75,2026-03-23 20:07:54,商品_169_6914,2957,124,157.41,1,416,346,382.63,183.59,170
91905,RQ_017,0.088,0.0407,0.0107,0.0042,0.35816,0.336827,146.23,119.22,PROD_000170,COMP_0023,20.55,20.98,2026-04-02 20:07:54,商品_170_7911,3409,137,116.53,1,206,276,203.81,248.05,171
91905,RQ_018,0.0667,0.0454,0.0028,0.0035,0.302818,0.280226,130.09,148.91,PROD_000171,COMP_0039,19.76,20.59,2026-03-03 20:07:54,商品_171_2565,4767,421,120.81,1,185,171,167.35,235.93,172
91905,RQ_015,0.0868,0.0023,0.0122,0.0077,0.019964,0.016636,182.05,113.55,PROD_000172,COMP_0004,8.24,7.67,2026-04-28 20:07:54,商品_172_5463,377,0,128.22,0,264,0,281.87,76.62,173
91905,RQ_014,0.0289,0.0475,0.0164,0.0059,0.137275,0.134889,118.86,97.18,PROD_000173,COMP_0035,22.59,24.29,2026-04-19 20:07:54,商品_173_9767,4445,276,0.0,1,239,265,232.58,259.54,174
91905,RQ_015,0.1426,0.0244,0.0008,0.0044,0.347944,0.319123,93.64,89.18,PROD_000174,COMP_0000,7.32,6.6,2026-05-16 20:07:54,商品_174_5454,2547,46,86.05,1,201,215,196.11,100.56,175
91905,RQ_017,0.1232,0.0212,0.0257,0.0019,0.261184,0.239202,87.53,57.55,PROD_000175,COMP_0018,19.29,19.74,2026-04-02 20:07:54,商品_175_7885,77,0,70.82,0,130,120,119.66,218.65,176
91905,RQ_015,0.1497,0.0237,0.0238,0.0034,0.354789,0.403544,124.39,143.73,PROD_000176,COMP_0019,28.57,26.03,2026-04-17 20:07:54,商品_176_2539,458,19,146.35,0,372,513,343.87,300.08,177
91905,RQ_006,0.0762,0.0344,0.0097,0.0033,0.262128,0.275671,105.69,117.13,PROD_000177,COMP_0033,1.74,1.89,2026-02-19 20:07:54,商品_177_1688,184,11,108.14,0,287,273,264.78,44.23,178
91905,RQ_015,0.1064,0.0086,0.0232,0.0026,0.091504,0.091501,233.65,129.14,PROD_000178,COMP_0037,20.74,20.07,2026-05-17 20:07:54,商品_178_7189,1760,23,175.45,1,434,385,410.8,212.91,179
91905,RQ_004,0.0451,0.0029,0.0213,0.0056,0.013079,0.013303,114.5,109.42,PROD_000179,COMP_0022,14.96,15.16,2026-04-05 20:07:54,商品_179_4912,35,0,111.54,0,181,248,182.51,155.27,180
91905,RQ_002,0.1022,0.0274,0.0119,0.0053,0.280028,0.279753,97.88,60.07,PROD_000180,COMP_0020,16.77,17.15,2026-05-18 20:07:54,商品_180_5193,22,1,78.39,0,64,90,60.19,202.84,181
91905,RQ_011,0.0409,0.0362,0.0009,0.0092,0.148058,0.157282,124.99,91.85,PROD_000181,COMP_0003,27.89,29.74,2026-03-19 20:07:54,商品_181_9710,3523,215,100.21,1,64,78,64.37,310.29,182
91905,RQ_006,0.037,0.0332,0.0173,0.0095,0.12284,0.125711,174.45,160.11,PROD_000182,COMP_0024,16.97,17.81,2026-03-31 20:07:54,商品_182_7090,1352,33,144.94,1,137,148,132.55,189.19,183
91905,RQ_013,0.1257,0.0168,0.0076,0.0055,0.211176,0.200623,93.8,107.18,PROD_000183,COMP_0026,16.73,17.55,2026-05-17 20:07:54,商品_183_5521,0,3,84.0,0,101,81,93.63,192.71,184
91905,RQ_016,0.0879,0.0464,0.0051,0.0005,0.407856,0.384307,112.99,139.22,PROD_000184,COMP_0035,4.58,4.46,2026-05-05 20:07:54,商品_184_5921,292,14,117.32,0,327,429,341.62,84.93,185
91905,RQ_018,0.0634,0.0392,0.0277,0.0034,0.248528,0.286284,64.39,55.23,PROD_000185,COMP_0002,13.31,14.46,2026-04-09 20:07:54,商品_185_8300,324,21,48.08,0,70,70,63.58,170.44,186
91905,RQ_018,0.0807,0.0119,0.009,0.004,0.096033,0.081904,40.37,28.09,PROD_000186,COMP_0038,2.94,2.98,2026-04-14 20:07:54,商品_186_6298,1568,30,37.4,1,63,59,61.68,38.23,187
91905,RQ_002,0.0258,0.0213,0.0113,0.002,0.054954,0.051536,57.87,66.08,PROD_000187,COMP_0036,19.83,20.9,2026-03-08 20:07:54,商品_187_5713,1694,41,55.39,1,155,149,160.75,216.55,188
91905,RQ_010,0.1071,0.0065,0.0138,0.0003,0.069615,0.061512,106.44,107.39,PROD_000188,COMP_0000,16.37,15.4,2026-05-12 20:07:54,商品_188_1136,355,3,108.49,0,59,71,60.93,163.04,189
91905,RQ_012,0.1025,0.0335,0.0274,0.0037,0.343375,0.289519,130.73,88.43,PROD_000189,COMP_0004,9.13,9.83,2026-04-01 20:07:54,商品_189_9027,462,15,87.98,0,234,274,219.32,122.47,190
91905,RQ_005,0.0126,0.0345,0.011,0.0031,0.04347,0.052094,38.53,36.64,PROD_000190,COMP_0025,29.37,28.05,2026-03-19 20:07:54,商品_190_7837,483,22,39.3,0,47,42,50.73,290.32,191
91905,RQ_018,0.0314,0.0486,0.0273,0.0034,0.152604,0.155182,151.24,135.39,PROD_000191,COMP_0015,6.6,6.12,2026-03-13 20:07:54,商品_191_6203,4791,434,111.2,1,175,251,184.45,72.4,192
91905,RQ_000,0.1172,0.0441,0.0127,0.0042,0.516852,0.505069,168.57,198.46,PROD_000192,COMP_0009,28.05,30.26,2026-04-20 20:07:54,商品_192_3196,67,2,169.99,0,409,502,389.93,354.98,193
91905,RQ_019,0.0756,0.0328,0.0059,0.0039,0.247968,0.245374,134.94,114.59,PROD_000193,COMP_0032,5.33,5.04,2026-03-21 20:07:54,商品_193_8005,2323,122,91.29,1,271,360,247.48,74.84,194
91905,RQ_001,0.0951,0.0414,0.0217,0.004,0.393714,0.462872,163.17,91.26,PROD_000194,COMP_0025,17.37,17.5,2026-03-14 20:07:54,商品_194_5770,231,11,126.21,0,340,480,322.71,220.16,195
91905,RQ_012,0.1338,0.0389,0.0089,0.0017,0.520482,0.477682,186.16,180.06,PROD_000195,COMP_0028,27.61,28.66,2026-03-15 20:07:54,商品_195_8449,369,17,165.55,0,157,189,169.38,329.62,196
91905,RQ_008,0.0554,0.0328,0.0215,0.0017,0.181712,0.198667,107.56,140.67,PROD_000196,COMP_0005,3.19,3.32,2026-03-29 20:07:54,商品_196_6071,193,8,125.11,0,76,69,73.49,49.51,197
91905,RQ_009,0.0977,0.0068,0.0044,0.0021,0.066436,0.069693,186.88,111.36,PROD_000197,COMP_0028,7.97,7.9,2026-03-16 20:07:54,商品_197_1801,0,13,158.31,1,340,379,336.05,83.75,198
91905,RQ_004,0.0177,0.0181,0.0048,0.0004,0.032037,0.033038,37.82,55.95,PROD_000198,COMP_0011,18.3,17.68,2026-03-31 20:07:54,商品_198_7038,344,5,43.16,0,92,118,93.33,178.71,199
91905,RQ_002,0.1162,0.0423,0.0024,0.0048,0.491526,0.417212,87.17,75.99,PROD_000199,COMP_0024,25.85,24.97,2026-03-23 20:07:54,商品_199_9608,55,3,92.06,0,271,317,248.65,293.49,200
